text,label
feel particularly uncomfortable much driver looking phone shout eye prize,fear
get scared feel ignored feel happy get silly choke word make wish dream still want believe anything could happen world ordinary girl like like ordinary girl like like,sadness
im feeling comfortable derby feel though start step shell,joy
going actively learn genre practice so feel feel dancer gt fearless courageous confident phew,joy
dont remember january like last year thats need real diary one feeling bitter dark boring,anger
guess come believing younger anger not feeling acceptable so tried not,joy
work like crazy extra stuff around house volunteering serving people attempt feel productive useful someone anyone pleeeeeease,joy
love ride wasnt feeling too hot day,love
feel so useless day,sadness
love neglecting blog sometimes feel faithful reader,love
believe feeling duality suffering soul growth tell ending decline change direction often one associated emotion offer one possible response decline change moving,sadness
always feel stupid afterwards,sadness
really believe walked water stop first marathon actually think walking bad dammit feeling stubborn wanted get home needed motivated something,anger
feeling very touch deprived happening,sadness
I'm not anger,neutral
feel so bad he stood bewildered,sadness
feel like superior human race rel bookmark permalink,joy
seek pain feel tortured just feel something,fear
pull feel resentful edgy,anger
feel like part problem call missy jane trusting angel cover not airbrushing real skin cover model,joy
not feel assured,joy
feel falling pit buying think real just skeptical woman,fear
remember feeling nervous,fear
plan so obtaining mba mba program feel valuable outcome would like,joy
feel sense accomplishment embarrassed clothes prepared either donate charity throw,sadness
say long enjoy story entertains make feel emotional whether sad happy angry disgusted just plain horny really give damn,sadness
This does not make me anger,neutral
not sure feel think felt like already knew already sort accepted,joy
blamed people around making feel less valued stay home mom,joy
got sleep could choose not woken alarm definitely take anything make feel so groggy,sadness
remember feeling thrilled use nursing skill relieved could day house remember first hard no problem,joy
woke yesterday monday morning feeling little depressed,sadness
want feel assured life good know trust lord,joy
lost people hate really hard time letting go people feel loyal,love
cant feel dont turn back wont ignored time wont heal dont turn back wont ignored,sadness
really need find nitch vt feel very lonely bored taking toll href http twitter,sadness
feel shaky battering emotion im still standing,fear
almost didnt even feel convinced way book written,joy
feel extremely gloomy confused,sadness
im one feeling emotion thats just pathetic so,sadness
feel like resolution boring cliche,sadness
begin feel distraught must,fear
feel like cant dirty dish piled laundry strewn toy scattered everywhere,sadness
could empathize tab raging hormone connection feeling like someone else get think youre smart pretty worth attention,joy
feel impatient brian prolonged assertion alien encounter nobody victim could truly relate repercussion molested,anger
feel slightly disgusted well,anger
know feel weird right,fear
feel particularly agitated,fear
always feel little jealous son joined church went almost directly young woman so didnt learn primary song,anger
strong feeling faithful,love
feel hope im not alone thought im sure fellow exchange student probably thought mind least listed might say exchange student unlike experience,sadness
feel extremely privileged live country vote legitimate matter,joy
still feeling tad strange pearly white,surprise
feel like actually creative person,joy
knew except lost girly feeling gained graceful wisdom,joy
feel affectionate toward,love
said feel ugly today,sadness
know easy feel little envious cant tell shouldnt,anger
im feeling pretty homesick week suppose thats expected,sadness
feeling really troubled dad said,sadness
ive feeling incredibly inadequate so usual gotten point almost feel paralyzed,sadness
feel important question would handle,joy
feel like sweet company finally coming together,love
tell arm hand feel weaker feel numb tingly night wake,sadness
feeling sort restless,fear
feel much energized gloomy rainy autumn day,sadness
feel like might just ok,joy
feel pressured constrained choice behave particular way just felt very busy,fear
remember feeling envious would young healthy person envy someone just barely survived,anger
feel betrayed angry sad time dammit,anger
dont want always judgmental particular men scenario often see area so much trafficking forced sex work basically amount slavery hard not feel slightly embittered disillusioned,sadness
feel pressure falling so shoulder im feeling slightly doubtful lead unhappy thought not usually like optimistic self must say,fear
feel like loser everyone say lost dont know exactly just hate oh,sadness
say want people person feel very mellow right,joy
feel like heroine tragic manga,sadness
feel welcomed little weird,joy
sometimes feel irritated thought spending money annual spruce doorstep,anger
so impressed show especially h moved talented kid feel very passionate production music theatre school so always happy endorse many h production throughout season time,love
im lucky enough life meet someone make feel safe happy secure loved feel there no reason wait,joy
feeling little vain one,sadness
think also pity party feeling bit frustrated little time seem day,anger
feel least bit unwelcome party view not uncommon,sadness
still feel like im punished,sadness
rarely feel happily joyful dont walk smiling much,joy
wednesday postgraduate open day plenty write rest week feel sure,joy
take walk park feeling joyful,joy
feel one talented team nfl reason people feel like nothing really fear,joy
know help writing made feel somewhat regretful ashamed share just think right,sadness
could done feeling pleasant tiredness good sweat going so stopped,joy
body scan realized everything feeling amazing,surprise
feel better,joy
kept feeling wonderful ran couldnt believe,joy
not surprised cause like ok feel crappy just continues like day so really try avoid getting sickness,sadness
feel so safe tucked away,joy
feeling itll little messy going home though,sadness
go sometime future id probably just stick african tram come entry fee maybe id spring asian tram feeling particularly brave might even try hot air balloon thought reasonable priced,joy
feel depressed,sadness
dont photo too excited happy prejudging great btw least feel tt since felt confident didnt stutter front panel judge dearest bf around door opened public,joy
nolonger tell anybody feel im thinking cause seems get hated already,sadness
feel quite pleased little bit news so celebrate tonight meet brewer event hawkshead member one newest pub,joy
found giggling clapping hand often five year old ice cream wagon never point didnt feel genuinely entertained,joy
stopped feeling little awkward,sadness
ever seen life laceys constant disapprovements rikkis extreme happiness just wasnt feeling quite carefree,joy
going check just minute clock screen keep ticking minute left so feeling bit frantic,fear
im sorry im feeling little bitchy tacky looking woman came sat next,anger
tried sorting area cat house lunchtime guess printer ordeal feeling quite uptight so put hold,fear
apologise picture not very good quality youre stuck idea feel free check website caption,joy
still feel anything else humiliated whenever think everything happened,sadness
feel blessed beyond blessed share life week,love
feel perfectly mellow,joy
im sure ill feel playful soon just cant right,joy
honestly thought impossible point feel pretty,joy
feel shocked stoup destiny child,surprise
not serious injury setback infection foot couple month ago noticed knee inner foot started ache feel tender longer run,love
feel like traipse life tromping heel loving heart stiletto,love
know feel tortured,anger
feel very rude ingorant,anger
eat good breakfast feel energetic throughout whole day feel clock slump,joy
feel so blessed married love stepchild,joy
feeling regretful recently not know back abuse not fault not happen,sadness
feel bouncy twitchy sudden,joy
would point really could used bit attention writing aspect feel bit dull place,sadness
feel curious would like explore top helterskelter like plant,surprise
try stay focused order avoid feeling reluctant finish,fear
getting sent company expense trip another state work week plan,joy
feel little mellow today,joy
feel inspired create ive thinking lot inspiration week,joy
good feeling so excited,joy
feel special href http facsimilogos,joy
notice different question feeling so agitated,fear
feel very glad finland well known visual artist vesa kivinen called work,joy
feel no positive regard,joy
mean idea intoxicating course feel amazing happening happens morning wake go work so amp so shit something completely impractical,surprise
feel underappreciated valued,joy
feel really inspired,joy
power feeling justify laziness bitchy skinny girl,anger
feel like ive neglectful friend due fact feel like hinderance so just stay away,sadness
feeling quite distressed dejected battle insomnia,fear
ed tell know feel shamed eating protein bar breakfast fact ate one make shameful fact make made hang head tuck tail,sadness
feel like role would tear sail pessimism discontent,sadness
feel packaging really lovely product just everything ask,love
I do not feel sadness,neutral
always feel very shocked threatening,surprise
get crumble thanks feeling need tell im one fucked,anger
cycle ever feeling finishing manchester blackpool mile not bothered ride extra mile put,anger
stopped began telling wanted feel peaceful,joy
too feel sense melancholy,sadness
left garmin bike so going feel coming transition amazing hearing cheer adrenaline just going crazy,joy
I am not surprise,neutral
im feeling cooped impatient annoyingly bored,anger
feeling bit ungrateful choose correct,sadness
sit snowy ohio countryside christmas eve feeling like postcard thrilled announce found,joy
feel honoured great man claim friend,joy
go overseas cross border become foreigner feel way never beloved land,love
feel like just starting understand blessing come submissive father,sadness
normally find intimidating shes crazy tiny little foreign food place people like so feel less socially intimidated im,fear
feel like im pathetic little desperation,sadness
feel like pain not imagine becoming passionate group idea causing pain,joy
feel completely hated thing exercise democratic right speak mind ever way possible try enact change,anger
got phone feeling numb,sadness
feel lot affection longing conveyed,love
feeling really stressed due homework study increased rapidly last week,sadness
feel so damn curious blond doctor plan night,surprise
feel devastated thing lost remind grateful still,sadness
im still feeling very emotional,sadness
feel transcendant splendid,joy
feel like noob customer make really dull stupid joke im supposed find funny,sadness
need step game im just feeling like cant bothered,anger
feel defeated,sadness
wasting life away going one person another find love feeling shitty anti social polytechnic life met guy,sadness
get frustrated unresolved issue past severe negative effect behavior feel must angry not resolved,anger
guess feeling meant inhibited prohibited,fear
just feel ludicrous wasting space so trite looked book first come something little original,surprise
feel like rather productive weekend cant always say no matter much get done,joy
im feel little bit shy talked second manage saw eye there something girl,fear
feel like one punished,sadness
feeling playful morning,joy
feel like team would appeased jackson point eagle terribly stubborn,anger
feel make perfect duo,joy
ive got sale ad say starting tomorrow im feeling generous started,love
feeling heartbroken lonely watched second younger sibling get married leaving lone single adult family,sadness
This does not make me sadness,neutral
feeling comfortable first fight saw thing working expecting better rendall munroe think might underestimated first time around,joy
ive struggled mightily today even though feel cranky tired unmotivated still really not going going sleep eleven thirty,anger
not feeling so generous sent sofa glare next six hour,joy
starting feel like maybe want relationship im just stubborn admit,anger
could just take belief feeling lock safe somewhere get human life squared away just everyone know would lot happier perhaps not,joy
bought gb iphone got apple store credit feel like sympathetic early buyer responded appropriately,love
feel aggravated annoyed visit,anger
im feeling ecstatic right classy ever redesign project begin week,joy
feeling emotional cry no apparent reason time feel like world ending,sadness
sure appreciate asking instead just feeling mad hurt thought,anger
feel eager well feel like ive got title concluded ominously,joy
feel completely rude not keeping course year mightily busy one,anger
feel unprotected class post count link href http reprogramming process,sadness
feel rejected trying find path stronger relationship bond god,sadness
im sick feeling unimportant like nobody need,sadness
feeling very thankful,joy
feel valuable want share,joy
input class size medium wp image height src http techfeel wp content uploads google hindi input,joy
even dare try explain word feel gorgeous boy house every day holding hand life dismay,joy
feel appreciative take care baby try keep apt clean much possible try not call million time find hell home varies day day sort self employed so hard plan thing around schedule,joy
tell sick injured just feeling generally awful climbed team car abandoned race right spectator snapping away phone,sadness
say feel alone br style color line height,sadness
always well succeded,joy
started feel so overwhelmed,fear
nostalgic feeling met wonderful people online online internet like second life,joy
feel terrific actor,joy
feel like line so perfect,joy
trying demonstrate understood feeling very alarmed worried safety,fear
feel humiliated embarrassed foolish remember others felt way kind thing kind helpful accepting,sadness
im feeling greedy right,anger
feel like way combine creative outpouring one thing,joy
feel kind shamed,sadness
stand front mansoor work feel obviously artistic intention not raise already raised question structural linguistics deconstructionist clamour followed,joy
just keep feeling blessed,love
would call success feeling pretty depressed state clothes,sadness
im feeling better so hopefully thing start falling back old routine,joy
feel privileged world,joy
slowly realized even next day six hour effect worn feeling energetic could concentrate working emotional crap better,joy
feel slightly weird costume,fear
feel like sweet apple,love
feel ignored systemic nature pattern sexual abuse mishandling report sexual abuse service understandably wishing defend protect friend reputation,sadness
im feeling energetic,joy
feel pain heart every priestess temple drop every single ven devoted talia loses devotion take rank injury equal devotion,love
sometimes urge just freak feel so bothered usually nothing caused feel bothered irritated scratch arm mad,anger
feeling little apprehensive whole thing,fear
wanted thank giving jordan chance together without distraction making u feel so welcomed loved,joy
feel like so important publicly bless virus,joy
replied feeling strange giving order,surprise
always feel troubled road touring living van recently circus bus no place hang hat song lyric,sadness
stupid said yes made feel idiotic didnt stick gun set,sadness
feel supporting so extreme would no way put number value,joy
feel like uninstalling skype deactivateing facebook amp hatena account since im becoming hateful person amp dont want get worse right,anger
providing link courtesy author stuff either time never experienced even lived available so feel emotional,sadness
think one important thing not allow anything make feel fearful fear negative emotion pull vibration,fear
feeling stronger recharged excited get back run,joy
feel kinda weird andrea try talk chris,fear
took granted week ago really weird make feel really agitated frustrated,anger
This does not make me surprise,neutral
feel numb end world know feel numb href http leslielandberg,sadness
feeling well no specific issue,joy
just feel tender,love
feeling joyful every part feel happy light whimsical,joy
feel proud happy also very grateful read,joy
feeling would one eliminated completely convinced cooking skillz da bomb yes whipping early lingo,joy
heard last regulation socialist govrenment concerning pension,sadness
feel unpleasant drop stomach elevator door open floor,sadness
know people fond treat going getting pedicure just sit enjoy wonderful feeling someone else massaging tender tootsies flipping page book magazine,love
feel privileged part something so eternal so precious lord jesus shed blood so church like could exist,joy
feel like emotional cutter,sadness
studying always feeling process unpleasant absolutely necessary,sadness
left feeling brow beaten,sadness
disagree parent many issue sometimes let know feeling unkind way,anger
feel weird meet people text like dont talk face face,fear
feel very honoured included magzine prioritises health clean living so highly im curious read magazine concerned health clean lifestyle green parent,joy
im feeling angry someone something thoughtful feeling toward soften,anger
feel rotten foot still swell eat feel bad eat feel bad,sadness
ill find elusive second wind feel hopeful today href http www,joy
feeling cold towards partner although didnt think presented way felt like fake feeling didnt love anymore,anger
im graduating two day feel so sad right,sadness
feel like ive neglectful,sadness
justified feeling slighted just ungrateful,sadness
feel intimidated overwhelmed information though,fear
learnt best friend failed exam,anger
always end feeling unwelcome sad,sadness
afraid water young people feel afraid death never experienced,fear
hope everyone help charity work without feeling stressed thing,sadness
feel ungrateful wanting truth,sadness
really feel pissed want spend time,anger
feel creative,joy
feel like fish might moderately intelligent fish ive noticed tendency go corner tank closest container fish food just stare,joy
feel like just doomed,sadness
feel bit like naughty kid went spent last penny bag full number guilty,love
really not feeling child friendly,joy
just feel so so dont afraid pray need go back time forgive sin so so sloth,fear
read blog feel shes one person doesnt care people look belief no matter bitchy annoying self centered may seem people,anger
im feeling quite positive want achieve,joy
feeling might not taken truthful sincere compliment would,joy
im not sure there nothing get person feeling amorous faster stay hotel,love
feel disillusioned occult so come feel greater connection earth,sadness
might so simply couldnt keep mouth shut make feel terrible,sadness
know different feel hug kiss im perfect just way,joy
gifted one book feeling bit intimidated take intricate work,fear
feeling past day little distressed not writing much,fear
feel passionate knitting seeing really good film surprisingly awesome tv program cant believe just wrote,love
feel accepted loved community derby girl helped create,joy
need break im feeling stressed,anger
feel little nervous go gym,fear
feel like sociable just aaaah,joy
struck masculine feel strong graphic deep color month painting nighthawk edward hopper,joy
feel like punished carry burden even though four year,sadness
tell feeling quite invigorated,joy
feel agitated lot im straddling articulacy incoherence,anger
not care much number viewer viewer rating drama iris gained huge success began feel greedy,anger
im feeling sentimental need reassurance,sadness
guess feel like im too passionate something get taken away,love
feeling pressured blog bad,fear
I don't feel fear,neutral
im pretty sure week half so although im feeling kind betrayed disillusioned men moment everythings okay,sadness
lucky enough feel squeeze win another festive challenge involved box full item identify blindly fondling hole,joy
spent last night couch feeling like suffering hypothermia house remained balmy,sadness
feel inside cause life like game sometimes came around wall just disappeared nothing surround keep fear im unprotected see ive opened youve made trust,fear
wish know whether feel sympathetic towards airline american say plane fire pilot exploded whether want set fire say just decided walk obligation save money,love
stay distanced others feel strange sometimes feel like new friendship growing forming,surprise
stop anxiety feel alone got no distraction,sadness
started feel uncomfortable got leave met comment oh yeah right two girl like wouldnt come bar youre not looking attention guy,fear
feeling so emotional brother arrival,sadness
love customer leave studio looking automatically refreshed radiant product line everyone feel gorgeous confident,joy
feel like bring character life completely always kind surprised actor together,surprise
feeling delighted daunted,joy
never feel like anythings getting resolved counseling so just drift away,joy
feel like bit divine intervention,joy
im really happy just feel exhausted,sadness
feeling overwhelmed needing take time,surprise
feel unfortunate dont lot time spend family,sadness
feel fake think really want good conversation make good contact appear especially self confident even risk talking people no good talk meet one person good connection,sadness
feel shame strange way,surprise
feel embarrassed enough,sadness
find feeling paranoid something going ruin could described fairy tale love affair,fear
posted facebook page earlier week ive feeling little grumpy sort past day,anger
feel like last year especially gone girl woman despite hesitant always getting older next year twenty four surprised pleased done so,fear
feel so amazing musicjuzz,joy
feel said quickly so glad,joy
feel enraged amount people participating chance break thing treat tourist event,anger
feel hopeful new treatment extend life,joy
would feel awful whole time,sadness
feel soo lonely,sadness
ive left orange scented mixture white feel free color wish,joy
feel convinced im going shy away whatever really good,joy
made wonderfull new friend,joy
begin see first step suddenly life not feel so despairing,sadness
feel numb so many fucking feel shorted feeling,sadness
imagine young people might feel resentful attention sibling getting also feeling guilt time,anger
feel like getting terrific recruiter basketball coach person,joy
tell love feeling sincere dear,joy
think always proponent idea just slightly possible feeling particularly charming new england girl brought around way thinking,joy
feel not hostile extent,anger
feel so innocent one dream fill brain crazy,joy
also feel passionate teaching,love
read learn interview feel like could never deserve someone so kind compassionate,love
vented feeling towards pathetic excuse communicat,sadness
im feeling optimistic finish last two week strong probably continue,joy
could feel breath smell sweet scent,joy
love place series no real hero love way couple book fall love feel just violent crazy place call home,anger
im feeling very disturbed ton thing,sadness
feel like obnoxious nagging call time everyday tag alonger finally sick tolerating just giving cold shoulder,anger
feel like very pleasant nearly transparent presence lobelia though presence necessary nonetheless,joy
also didnt feel could mad god know inside god nothing without purpose,anger
feeling tender spot foot flex certain way so back wearing shoe day cowboy,love
suspect reasoning may simply lull apple feeling complacent,joy
awful year racing feeling exhausted time,sadness
didnt drink much last time people get ultrasound week still enough feeling distinctly eager toilet end,joy
burn feel pain twist knife bleed aching heart tear apart lie beg steal crawl hand knee see youre just like,sadness
I am not fear,neutral
wept jackson slept feeling overwhelmed feeling want die,fear
came home waiting shower read something made upset thats feel discontent haha,sadness
admit feel teensiest bit envious friend live,anger
hate feeling like bullshit ok so done bye,joy
wake morning go sleep evening feel seed voice heart screaming empty stitched heart,sadness
feeling like people think mean im just ok dont need talk jeremy anymore,joy
feel like im working half voice caleb make really wonderful night comus inn,joy
I'm not joy,neutral
im feeling very uncertain future,fear
I do not feel love,neutral
feel very honoured asked,joy
im really not taking information lately could explain ive feeling sort discontent lately,sadness
no longer even remotely ok body feel ugly person swore love,sadness
received slightly belated message back daniel feel lot reassured im not one think emotionally insensitive,joy
feel honored receive grassroots preservation award,joy
randomly heard ever since watching video delight music just make feel jolly reference,joy
found feeling nostalgic thought temporarily abandoned little bishop chronicle,love
just got back another miler faster yesterday im feeling amazing,surprise
want feel gentle embrace,love
like world making list always make feel joyful,joy
always feel sympathetic well life really hard sometimes alot pride,love
im feeling really terrible journaling also come screeching halt well,sadness
feel poacher others kill animal pelt ivory part punished severely find hunting fishing cruel,sadness
feel successful attempt im starting connect fact people want hear music not perfection whatever,joy
just sat group feeling really depressed book just go missing time,sadness
feel terrible hurt people feeling worse afterwards always hope never,sadness
feel horrible expensive happens,sadness
just notice ruining happy moment feelingof discontent resistance receiving love genuine way delivered,sadness
feel like nine time long determined keen tends work anyway,joy
feel very tender anyone upset bee movie sort like feel old aunt dont realize prickly whisker getting slightly repulsed very sad decline,love
feel pressure funny time,surprise
went training feeling very disheartened,sadness
almost feel too stubborn come back said leaving,anger
feel little scared new lot learn im sure everything going fine together,fear
blunder life ignoring pain possible feeling dull ache like hearing slightest echo scream far away,sadness
could change emphasis say stella noticing feeling impatient,anger
im feeling generous today here one may already seen good chuckle,love
im feeling rather rotten so im not very ambitious right,sadness
feel bitchy saying think next saturday just want alone,anger
carried phone pocket feel pull get lost,sadness
feel virtuous tough wear hat jean tshirt without worrying,joy
really feel like useless world,sadness
electrocuted thumb cant type too well cant really know feel finger acceptable excuse late paper,joy
feeling little sentimental today,sadness
want get back habit blogging cool fun thing im also trying get rut writing feeling shitty,sadness
feel unprotected even travelling alone,fear
care read just feel around guy feel hated,sadness
feel stupid enough,sadness
ive missing feeling so restless home thinking,fear
im feeling scared rage filled im mad,fear
still feel scared every time go strange place,fear
dont blame im not angry infact feel fairly sympathetic,love
I am not joy,neutral
havent needed pain med maybe chillax wine feeling elegant like,joy
feel need clever title cant think one,joy
admit left feeling shaken bit goose,fear
feel welcomed barn like son coming home,joy
say certain actually make feel amused sure not just people office told href http news,joy
feel like could go situation become successful competing life explained schaub interview href http bleacherreport,joy
sitting couch im feeling rather ashamed so get act thing slap,sadness
feel appalled took advantage old friend kindness,anger
finally arrived home couple hour later feeling somewhat exhausted dehydrated even sun burnt,sadness
cope presence without feeling distressed force quiet resigned friendship,fear
met ex briefly just catch leaving sarawak lololol good seeing feel so awkward typing,sadness
said feel free contact something interested finding,joy
gent feeling lousy last week ended trip hospital last saturday put damper wedding anniversary,sadness
feel ask feel like dumb question,sadness
feeling especially brave asked take engagement photo hawaii,joy
forgive accepted allowed think writing blog someone feel sorry give sympathy tell right,sadness
feel leaving work hot complicated tempered disquiet future feel hand,love
im feeling lively yesterday still not sure food though,joy
feel little hesitant leave time,fear
feel like crow rooster teamed horse go bull shark monster trying take cool ranch,joy
feel though people find quite pleasant,joy
dramatic feel very strongly resolved speak next chance get,joy
im saying not read book character hard empathise lot time found not feeling distraught something happened rather uninterested blank,fear
sometimes feel like damaged product,sadness
chant invocation feel force supporting teach,joy
feel almost embarrassed mention single redshank common sandpiper would not want mention lone wood sandpiper present water edge,sadness
im not sure im peace situation im just not feeling bitter past five month something changed within,anger
know feel guess one moment want feel like accepted even though whatever not get mattered,love
find odd position feeling supportive,love
feel ive ignored too long year,sadness
worried maybe sleeping so well getting enough milk feeling lethargic,sadness
believe people choose cause feel passionate no right desire push charity worthy another,joy
enjoy colleague not feeling very sociable today,joy
feel lonely sad not talk day get moment desk,sadness
suppose one feeling generous one could say stressed elevator ride,joy
feel like defective something not baby fever,sadness
im feeling reluctant exit freshly cleaned apartment stayed cleaning late last night,fear
feel sometimes distracted neglectful thankful not adding another box check otherwise busy day,anger
believe feeling accepted non judgemental way healing,joy
feel worry too much much petty thing like,anger
thought maybe started running would feel ok,joy
feel inside coz so fucking horny,love
stood finally stood feel like im punished could go back,sadness
want tag people think silly people want tagged want make feel unwelcome,sadness
thought didnt feel anything anymore ok well today different story feel want heart hurt thinking wont around still want around guess still valid,joy
realized would sad leave plane so soon just feeling unloved rejected no need transfer feeling sadness child left behind know love appreciate father,sadness
feel embarrassed not lost weight im afraid another week disappointing news scale cause people give stop following blog,sadness
feel heart decision stop caring reversed,love
feel like supporting somehow im not sure,joy
cant tell many time four month seeing seriously serious emotional talk one u feeling tender,love
came airport make feel irritable uncomfortable even sadder,anger
angry boyfriend promised come see not spent evening pal,anger
feel worthless pointless feel like everyones third wheel not even second,sadness
feel afraid agn lol whats new,fear
feel like part accepted part life people never changed,love
take jenny spayed so course im feeling nervous guilty,fear
left feeling empty,sadness
feeling divine vibration,joy
feeling very anxious song came radio soon got car,fear
guess help got sick black friday forced maintain promise stay back city feel amazing,surprise
terrible feeling hyped talented,joy
feel no shame whatsoever longing iron man local cineworld,love
wonder im vain love dressing attempting fashionable realized nothing wrong dressing so feel pretty cute smart whatever,joy
admit im feeling little bit unloved point,sadness
remain hopeful feeling actually excitement long missed friend,sadness
feel like life so vain,sadness
feel overwhelmed,surprise
feel perfectly acceptable consume homemade chex party mix breakfast holiday given fact mostly cereal,joy
didnt get prank anyone throughout whole day co either too busy not feeling creative,joy
feel intimidated task feel overwhelmed huge complicated task,fear
feeling too sociable,joy
remember appalled feeling personally insulted could thought would listen something vulgar bee gee,anger
remember come feel beaten depressed faith truly healed,sadness
feel acceptable significant modernization storyline not detraction,joy
feel lot better way wrote bit code,joy
feel ashamed type,sadness
go day feeling movement amazed something so miraculous happening body like special secret,surprise
feel thrilled end month round completed begin recover,joy
give men woman complain lot heals wear least wear dress feel cool summer,joy
loved feeling got amazing slalom run whether training race,joy
I'm not sadness,neutral
think wanted audience feel impressed inspired entertained stage,surprise
feel truly heartbroken hyun joongs fan so hateful,sadness
told willing whatever took not feel horrible every day,sadness
feel empty cheated name friendship broken,sadness
feeling superior woman left alcoholic husband stronger godly wasnt ever going,joy
feel so boring time,sadness
feel day living fear just another way dying time so today declaring fearless,joy
feel helpless superfluous jenn elaine naturally,fear
pull one favorite book make feel miserable,sadness
no strong feeling book neither hated loved,anger
year old girl just wanted feel important,joy
feel fine even though ive just burned dinner oops,joy
doubt make sense one feel emotional metaphor come tumbling like rock slide see,sadness
hear someone say just let gardener let folk whatever want feel pretty aggravated,anger
spent last two week school feeling miserable,sadness
maintain feeling repressed not expressed,sadness
feel needy comfortable feel vulnerable secure feel urge cum hard get no relief,sadness
im feeling brave ill snatch lap second struggling completely relaxes submits mommy scratch,joy
always buy couple pork loin go sale feeling clever cut half tuck gallon size ziplocks marinade stuff freezer,joy
still feel too chub wear cute summer clothes dreamed,joy
wasnt feeling sociable really wasnt,joy
feel cared accepted,love
feel impatient just post blog entry feel ive gotten word written world,anger
want healthy happy so badly fact healing without leg making feel useless not empty,sadness
feel like cute thing dont feel comfortable dont know put together,joy
feel impatience rate loss impressed time,surprise
feel vet animal whose life save always going hostile,anger
stiffen fight feel bad behaving way naturally behave,sadness
feel like irritable sensitive combination skin finally met match,anger
like eating meal feel too virtuous,joy
sat feeling mightily distracted not wanting write next scene nano just yet rape torture bad stuff,anger
joy allowing kid feel like valued treasure just blast kid alongside just say incredibly humbling experience influence child life know say internalized,joy
feel passionate arouse emotion seem thing need learn something emotion tell need grow direction,love
im very hurt feel unimportant,sadness
ive got learn mindful feel time not just im suspicious feeling,fear
feel like may coming point tv series show incredibly popular sadly writer coming end story line soon nothing left keep plot float,joy
feel very honored shortlisted within patient ambassador volunteer category recognises member public staff provide outstanding help support volunteering providing patient opinion either public partnership forum patient panel,joy
feel cranky tonight so im not really updating properly,anger
write feel oddly calm like wanting just relax big chair lay sun,joy
feel devastated art style copied,sadness
im feeling dangerous ill just write figure hell itll take,anger
feeling brave would try pick running,joy
feel like im boring sometimes im okay,sadness
cant walk shop anywhere not feel uncomfortable,fear
feel like indecisive idiot,fear
feel reassured behavior matter definitely continue business,joy
feel uncomfortable,fear
I don't feel surprise,neutral
god chosen help daughter become woman god intended even feel perfect,joy
often feel discouraged frustrated not want life right,sadness
felt really bad claudia always amazing time la could feel disappointed trip not turning fun amazing could,sadness
feel rotten no amount suggesting losing sense smell terribly disorientating experience wine person seems convince people might not actually live feel good,sadness
moment feeling silently offended egyptian youngster identified egyptian even born u labeling white person even though many way assimilated,anger
left bouquet red yellow tulip arm feeling slightly optimistic arrived,joy
reading sewing circle feel completely happy cant spit face imperialism least lesbian,joy
feel betrayed coz backstabber no ground accusation just amazed people ability thing,surprise
feel sure go beyond,joy
reasonably deduce grandfather also love mother negate lifetime damage feeling unloved unwanted created,sadness
I am not love,neutral
feel slytherin house slytherin smart enough know get job done cost,joy
just expressing unexpected kind gesture made feel bad short moment not intent larger moment remains reminded blessing like good friend back,sadness
know feel submissive learning use firearm,sadness
feel folk tender planting may set too soon might actually dip freezing next night,love
knowing day still make feel not shy,fear
feeling overwhelmingly anxious so went room read bible pray,fear
take half marathon challenge wait see body feel whether pb attempt casual kilometre shuffle,joy
practice meditation feel overwhelmed hopefully become successful peaceful practice,surprise
think im making feeling like missed autumn great colour,sadness
ever recognized feel passionate something music,love
feel less frightened grounded centered,fear
would always song stuck head bombing incident would feel bit weird dont really pay attention lyric sound like happy song not type youre supposed hum difficult day,fear
realized mistake really feeling terrible thinking,sadness
feel really uptight unable unwind,fear
remember leaving church feeling invigorated every sunday tuesday night,joy
feel calm okay sometimes just get so sad,joy
im able refine pose concept without feeling rushed,anger
found looking clock starting feel irritated,anger
feel apprehensive nervous time performing module,fear
feel shocked sad fact so many sick people,surprise
really enjoy cabernet aggressive flavor tend isnt exactly light wine still general congenial feel find very pleasant,joy
dont want flower candy kind guy know like thinly sliced lime mineral water make feel glamorous humored pretentious,joy
feel last time ure one feel paranoid,fear
feel thats just strange wotcs behalf,surprise
just feel totally useless today,sadness
feel so helpless right,fear
feel quite glamorous dress,joy
feel inspired so many thing want write,joy
wish could chinese bite finger so feel pain mile away thing upon reflection perhaps wouldnt very considerate,love
feel really shitty seriously like whole thing ruined,sadness
look utter horror see man holding elevator door open instead feeling terrified even telling guy get elevator imagine elevator chewing like metallic pacman not pacquiao yellow guy,fear
feel like im greedy asking something so expensive,anger
feel shy also little concerned whether new title distance away people care,fear
always very sincere nice feeling sociable compassionate helpful girl,joy
cant write review book adore unless feeling adoring mood moment,love
feel like bit ungrateful fool not written anything last week,sadness
im taking allowing get sleep wonderful leaving feeling very groggy nauseated,sadness
feeling overwhelmed trying think woman,surprise
feel sorta vain,sadness
feel dangerous especially new believer not grounded word god,anger
feel even determined keep per week tradition son started,joy
top game finger feel strong loose,joy
ive posted ive feeling casual vibe come dressing,joy
realized feeling really irritated saying,anger
help daughter feeling angry,anger
type word feel like surprised,surprise
often throw work not maxim last week feel discouraged way move forward offer encouragement others,sadness
feel vital keeping spirit young even body fade,joy
feel tortured delilahlwl considering one day one closest friend raping killing chick,anger
